"UDP",3337,"Direct TV Data Catalog"
"UDP",3338,"OMF data b"
"UDP",3339,"OMF data l"
"UDP",3340,"OMF data m"
"UDP",3341,"OMF data h"
"UDP",3456,"Microsoft IIS Server ATQ Backlog Monitor/ VAT default data"
"UDP",3900,"Unidata UDT OS"
"UDP",5409,"Salient Data Server"
"UDP",5435,"Data Tunneling Transceiver Linking (DTTL)"
"UDP",5631,"pcANYWHEREdata"
"UDP",5715,"proshare conf data"
"UDP",7002,"users & groups database"
"UDP",7003,"volume location database"
"UDP",7932,"Tier 2 Data Resource Manager"
"UDP",8002,"Teradata ORDBMS"
"UDP",8891,"Desktop Data UDP 3: NESS application"
"UDP",8892,"Desktop Data UDP 4: FARM product"
"UDP",8893,"Desktop Data UDP 5: NewsEDGE/Web application"
"UDP",8894,"Desktop Data UDP 6: COAL application"
"UDP",10000,"Network Data Management Protocol"
"UDP",47557,"Databeam Corporation"
                                    
